uf;municipio;evento;data_referencia;total;total_peso;abrangencia;formulario;ano;ano_data;mes_data;trimestre_data
PE;NÃO INFORMADO;Tráfico de drogas;01/10/2015;369;;Estadual;Formulário 4;2015;2015;10;4
PI;NÃO INFORMADO;Tráfico de drogas;01/10/2015;51;;Estadual;Formulário 4;2015;2015;10;4
PR;NÃO INFORMADO;Tráfico de drogas;01/10/2015;;;Estadual;Formulário 4;2015;2015;10;4
RJ;NÃO INFORMADO;Tráfico de drogas;01/10/2015;2227;;Estadual;Formulário 4;2015;2015;10;4
RN;NÃO INFORMADO;Tráfico de drogas;01/10/2015;20;;Estadual;Formulário 4;2015;2015;10;4
RO;NÃO INFORMADO;Tráfico de drogas;01/10/2015;89;;Estadual;Formulário 4;2015;2015;10;4
RR;NÃO INFORMADO;Tráfico de drogas;01/10/2015;;;Estadual;Formulário 4;2015;2015;10;4
RS;NÃO INFORMADO;Tráfico de drogas;01/10/2015;780;;Estadual;Formulário 4;2015;2015;10;4
SC;NÃO INFORMADO;Tráfico de drogas;01/10/2015;548;;Estadual;Formulário 4;2015;2015;10;4
SE;NÃO INFORMADO;Tráfico de drogas;01/10/2015;36;;Estadual;Formulário 4;2015;2015;10;4
SP;NÃO INFORMADO;Tráfico de drogas;01/10/2015;3522;;Estadual;Formulário 4;2015;2015;10;4
TO;NÃO INFORMADO;Tráfico de drogas;01/10/2015;;;Estadual;Formulário 4;2015;2015;10;4
AC;NÃO INFORMADO;Tráfico de drogas;01/11/2015;;;Estadual;Formulário 4;2015;2015;11;4
AL;NÃO INFORMADO;Tráfico de drogas;01/11/2015;124;;Estadual;Formulário 4;2015;2015;11;4
AM;NÃO INFORMADO;Tráfico de drogas;01/11/2015;175;;Estadual;Formulário 4;2015;2015;11;4
AP;NÃO INFORMADO;Tráfico de drogas;01/11/2015;29;;Estadual;Formulário 4;2015;2015;11;4
BA;NÃO INFORMADO;Tráfico de drogas;01/11/2015;455;;Estadual;Formulário 4;2015;2015;11;4
CE;NÃO INFORMADO;Tráfico de drogas;01/11/2015;374;;Estadual;Formulário 4;2015;2015;11;4
DF;NÃO INFORMADO;Tráfico de drogas;01/11/2015;184;;Estadual;Formulário 4;2015;2015;11;4
GO;NÃO INFORMADO;Tráfico de drogas;01/11/2015;;;Estadual;Formulário 4;2015;2015;11;4
MA;NÃO INFORMADO;Tráfico de drogas;01/11/2015;155;;Estadual;Formulário 4;2015;2015;11;4
MG;NÃO INFORMADO;Tráfico de drogas;01/11/2015;2003;;Estadual;Formulário 4;2015;2015;11;4
MS;NÃO INFORMADO;Tráfico de drogas;01/11/2015;296;;Estadual;Formulário 4;2015;2015;11;4
MT;NÃO INFORMADO;Tráfico de drogas;01/11/2015;313;;Estadual;Formulário 4;2015;2015;11;4
PA;NÃO INFORMADO;Tráfico de drogas;01/11/2015;330;;Estadual;Formulário 4;2015;2015;11;4
PB;NÃO INFORMADO;Tráfico de drogas;01/11/2015;40;;Estadual;Formulário 4;2015;2015;11;4
PE;NÃO INFORMADO;Tráfico de drogas;01/11/2015;356;;Estadual;Formulário 4;2015;2015;11;4
PI;NÃO INFORMADO;Tráfico de drogas;01/11/2015;64;;Estadual;Formulário 4;2015;2015;11;4
PR;NÃO INFORMADO;Tráfico de drogas;01/11/2015;;;Estadual;Formulário 4;2015;2015;11;4
RJ;NÃO INFORMADO;Tráfico de drogas;01/11/2015;2010;;Estadual;Formulário 4;2015;2015;11;4
RN;NÃO INFORMADO;Tráfico de drogas;01/11/2015;26;;Estadual;Formulário 4;2015;2015;11;4
RO;NÃO INFORMADO;Tráfico de drogas;01/11/2015;79;;Estadual;Formulário 4;2015;2015;11;4
RR;NÃO INFORMADO;Tráfico de drogas;01/11/2015;;;Estadual;Formulário 4;2015;2015;11;4
RS;NÃO INFORMADO;Tráfico de drogas;01/11/2015;749;;Estadual;Formulário 4;2015;2015;11;4
SC;NÃO INFORMADO;Tráfico de drogas;01/11/2015;503;;Estadual;Formulário 4;2015;2015;11;4
SE;NÃO INFORMADO;Tráfico de drogas;01/11/2015;27;;Estadual;Formulário 4;2015;2015;11;4
SP;NÃO INFORMADO;Tráfico de drogas;01/11/2015;3467;;Estadual;Formulário 4;2015;2015;11;4
TO;NÃO INFORMADO;Tráfico de drogas;01/11/2015;;;Estadual;Formulário 4;2015;2015;11;4
AC;NÃO INFORMADO;Tráfico de drogas;01/12/2015;;;Estadual;Formulário 4;2015;2015;12;4
AL;NÃO INFORMADO;Tráfico de drogas;01/12/2015;134;;Estadual;Formulário 4;2015;2015;12;4
AM;NÃO INFORMADO;Tráfico de drogas;01/12/2015;155;;Estadual;Formulário 4;2015;2015;12;4
AP;NÃO INFORMADO;Tráfico de drogas;01/12/2015;23;;Estadual;Formulário 4;2015;2015;12;4
BA;NÃO INFORMADO;Tráfico de drogas;01/12/2015;404;;Estadual;Formulário 4;2015;2015;12;4
CE;NÃO INFORMADO;Tráfico de drogas;01/12/2015;395;;Estadual;Formulário 4;2015;2015;12;4
DF;NÃO INFORMADO;Tráfico de drogas;01/12/2015;219;;Estadual;Formulário 4;2015;2015;12;4
GO;NÃO INFORMADO;Tráfico de drogas;01/12/2015;;;Estadual;Formulário 4;2015;2015;12;4
MA;NÃO INFORMADO;Tráfico de drogas;01/12/2015;120;;Estadual;Formulário 4;2015;2015;12;4
MG;NÃO INFORMADO;Tráfico de drogas;01/12/2015;1967;;Estadual;Formulário 4;2015;2015;12;4
MS;NÃO INFORMADO;Tráfico de drogas;01/12/2015;215;;Estadual;Formulário 4;2015;2015;12;4
MT;NÃO INFORMADO;Tráfico de drogas;01/12/2015;340;;Estadual;Formulário 4;2015;2015;12;4
PA;NÃO INFORMADO;Tráfico de drogas;01/12/2015;375;;Estadual;Formulário 4;2015;2015;12;4
PB;NÃO INFORMADO;Tráfico de drogas;01/12/2015;21;;Estadual;Formulário 4;2015;2015;12;4
PE;NÃO INFORMADO;Tráfico de drogas;01/12/2015;322;;Estadual;Formulário 4;2015;2015;12;4
PI;NÃO INFORMADO;Tráfico de drogas;01/12/2015;40;;Estadual;Formulário 4;2015;2015;12;4
PR;NÃO INFORMADO;Tráfico de drogas;01/12/2015;;;Estadual;Formulário 4;2015;2015;12;4
RJ;NÃO INFORMADO;Tráfico de drogas;01/12/2015;2026;;Estadual;Formulário 4;2015;2015;12;4
RN;NÃO INFORMADO;Tráfico de drogas;01/12/2015;20;;Estadual;Formulário 4;2015;2015;12;4
RO;NÃO INFORMADO;Tráfico de drogas;01/12/2015;76;;Estadual;Formulário 4;2015;2015;12;4
RR;NÃO INFORMADO;Tráfico de drogas;01/12/2015;137;;Estadual;Formulário 4;2015;2015;12;4
RS;NÃO INFORMADO;Tráfico de drogas;01/12/2015;696;;Estadual;Formulário 4;2015;2015;12;4
SC;NÃO INFORMADO;Tráfico de drogas;01/12/2015;511;;Estadual;Formulário 4;2015;2015;12;4
SE;NÃO INFORMADO;Tráfico de drogas;01/12/2015;40;;Estadual;Formulário 4;2015;2015;12;4
SP;NÃO INFORMADO;Tráfico de drogas;01/12/2015;3178;;Estadual;Formulário 4;2015;2015;12;4
TO;NÃO INFORMADO;Tráfico de drogas;01/12/2015;;;Estadual;Formulário 4;2015;2015;12;4
AC;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
AC;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
AL;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;19.89;Estadual;Formulário 5;2015;2015;1;1
AL;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;308.09;Estadual;Formulário 5;2015;2015;1;1
AM;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;40.66;Estadual;Formulário 5;2015;2015;1;1
AM;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;19.85;Estadual;Formulário 5;2015;2015;1;1
AP;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;0.127;Estadual;Formulário 5;2015;2015;1;1
AP;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;0.042;Estadual;Formulário 5;2015;2015;1;1
BA;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;16.1;Estadual;Formulário 5;2015;2015;1;1
BA;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;162.801;Estadual;Formulário 5;2015;2015;1;1
CE;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;27.8;Estadual;Formulário 5;2015;2015;1;1
CE;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;208.93;Estadual;Formulário 5;2015;2015;1;1
DF;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;6;Estadual;Formulário 5;2015;2015;1;1
DF;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;304;Estadual;Formulário 5;2015;2015;1;1
GO;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
GO;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
MA;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;0.268;Estadual;Formulário 5;2015;2015;1;1
MA;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;13.882;Estadual;Formulário 5;2015;2015;1;1
MG;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
MG;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
MS;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;138.509;Estadual;Formulário 5;2015;2015;1;1
MS;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;10637.117;Estadual;Formulário 5;2015;2015;1;1
MT;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;87.39;Estadual;Formulário 5;2015;2015;1;1
MT;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;96.68;Estadual;Formulário 5;2015;2015;1;1
PA;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;7.087;Estadual;Formulário 5;2015;2015;1;1
PA;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;153.368;Estadual;Formulário 5;2015;2015;1;1
PB;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
PB;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
PE;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;0;Estadual;Formulário 5;2015;2015;1;1
PE;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;0;Estadual;Formulário 5;2015;2015;1;1
PI;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;0.526;Estadual;Formulário 5;2015;2015;1;1
PI;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;27.931;Estadual;Formulário 5;2015;2015;1;1
PR;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
PR;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
RJ;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
RJ;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
RN;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;1.346;Estadual;Formulário 5;2015;2015;1;1
RN;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;1.85;Estadual;Formulário 5;2015;2015;1;1
RO;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
RO;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
RR;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;1.39;Estadual;Formulário 5;2015;2015;1;1
RR;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;3.626;Estadual;Formulário 5;2015;2015;1;1
RS;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;63.867;Estadual;Formulário 5;2015;2015;1;1
RS;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;217.265;Estadual;Formulário 5;2015;2015;1;1
SC;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;8.31;Estadual;Formulário 5;2015;2015;1;1
SC;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;92.28;Estadual;Formulário 5;2015;2015;1;1
SE;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;2.51;Estadual;Formulário 5;2015;2015;1;1
SE;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;21.46;Estadual;Formulário 5;2015;2015;1;1
SP;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;552.741;Estadual;Formulário 5;2015;2015;1;1
SP;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;3851.767;Estadual;Formulário 5;2015;2015;1;1
TO;NÃO INFORMADO;Apreensão de Cocaína;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
TO;NÃO INFORMADO;Apreensão de Maconha;01/01/2015;;;Estadual;Formulário 5;2015;2015;1;1
AC;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
AC;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
AL;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;38.18;Estadual;Formulário 5;2015;2015;2;1
AL;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;665.48;Estadual;Formulário 5;2015;2015;2;1
AM;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;51.66;Estadual;Formulário 5;2015;2015;2;1
AM;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;788.73;Estadual;Formulário 5;2015;2015;2;1
AP;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;0.213;Estadual;Formulário 5;2015;2015;2;1
AP;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;0.984;Estadual;Formulário 5;2015;2015;2;1
BA;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;14.158;Estadual;Formulário 5;2015;2015;2;1
BA;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;188.953;Estadual;Formulário 5;2015;2015;2;1
CE;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;17.52;Estadual;Formulário 5;2015;2015;2;1
CE;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;207.99;Estadual;Formulário 5;2015;2015;2;1
DF;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;24;Estadual;Formulário 5;2015;2015;2;1
DF;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;268;Estadual;Formulário 5;2015;2015;2;1
GO;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
GO;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
MA;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;3.475;Estadual;Formulário 5;2015;2015;2;1
MA;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;512.056;Estadual;Formulário 5;2015;2015;2;1
MG;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
MG;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
MS;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;1397.918;Estadual;Formulário 5;2015;2015;2;1
MS;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;8447.017;Estadual;Formulário 5;2015;2015;2;1
MT;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;544.92;Estadual;Formulário 5;2015;2015;2;1
MT;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;138.85;Estadual;Formulário 5;2015;2015;2;1
PA;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;3.385;Estadual;Formulário 5;2015;2015;2;1
PA;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;146.945;Estadual;Formulário 5;2015;2015;2;1
PB;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
PB;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
PE;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;0;Estadual;Formulário 5;2015;2015;2;1
PE;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;0;Estadual;Formulário 5;2015;2015;2;1
PI;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;5.455;Estadual;Formulário 5;2015;2015;2;1
PI;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;2.905;Estadual;Formulário 5;2015;2015;2;1
PR;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
PR;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
RJ;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
RJ;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
RN;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;51;Estadual;Formulário 5;2015;2015;2;1
RN;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;500.36;Estadual;Formulário 5;2015;2015;2;1
RO;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
RO;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
RR;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;0.578;Estadual;Formulário 5;2015;2015;2;1
RR;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;49.557;Estadual;Formulário 5;2015;2015;2;1
RS;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;52.904;Estadual;Formulário 5;2015;2015;2;1
RS;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;252.713;Estadual;Formulário 5;2015;2015;2;1
SC;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;22.43;Estadual;Formulário 5;2015;2015;2;1
SC;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;152.5;Estadual;Formulário 5;2015;2015;2;1
SE;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;6.22;Estadual;Formulário 5;2015;2015;2;1
SE;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;58.68;Estadual;Formulário 5;2015;2015;2;1
SP;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;957.999;Estadual;Formulário 5;2015;2015;2;1
SP;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;5368.658;Estadual;Formulário 5;2015;2015;2;1
TO;NÃO INFORMADO;Apreensão de Cocaína;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
TO;NÃO INFORMADO;Apreensão de Maconha;01/02/2015;;;Estadual;Formulário 5;2015;2015;2;1
AC;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
AC;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
AL;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;33.04;Estadual;Formulário 5;2015;2015;3;1
AL;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;183.62;Estadual;Formulário 5;2015;2015;3;1
AM;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;25.24;Estadual;Formulário 5;2015;2015;3;1
AM;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;1012.89;Estadual;Formulário 5;2015;2015;3;1
AP;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;0.114;Estadual;Formulário 5;2015;2015;3;1
AP;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;6.157;Estadual;Formulário 5;2015;2015;3;1
BA;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;175.003;Estadual;Formulário 5;2015;2015;3;1
BA;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;324.524;Estadual;Formulário 5;2015;2015;3;1
CE;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;78.71;Estadual;Formulário 5;2015;2015;3;1
CE;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;660.43;Estadual;Formulário 5;2015;2015;3;1
DF;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;9;Estadual;Formulário 5;2015;2015;3;1
DF;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;193;Estadual;Formulário 5;2015;2015;3;1
GO;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
GO;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
MA;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;0.106;Estadual;Formulário 5;2015;2015;3;1
MA;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;53.044;Estadual;Formulário 5;2015;2015;3;1
MG;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
MG;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
MS;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;164.281;Estadual;Formulário 5;2015;2015;3;1
MS;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;9932.054;Estadual;Formulário 5;2015;2015;3;1
MT;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;422.29;Estadual;Formulário 5;2015;2015;3;1
MT;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;234.06;Estadual;Formulário 5;2015;2015;3;1
PA;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;48.259;Estadual;Formulário 5;2015;2015;3;1
PA;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;213.618;Estadual;Formulário 5;2015;2015;3;1
PB;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
PB;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
PE;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;0;Estadual;Formulário 5;2015;2015;3;1
PE;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;0;Estadual;Formulário 5;2015;2015;3;1
PI;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;82.323;Estadual;Formulário 5;2015;2015;3;1
PI;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;1.932;Estadual;Formulário 5;2015;2015;3;1
PR;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
PR;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
RJ;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
RJ;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
RN;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;1;Estadual;Formulário 5;2015;2015;3;1
RN;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;160.1;Estadual;Formulário 5;2015;2015;3;1
RO;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
RO;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
RR;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;7.209;Estadual;Formulário 5;2015;2015;3;1
RR;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;1.004;Estadual;Formulário 5;2015;2015;3;1
RS;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;70.097;Estadual;Formulário 5;2015;2015;3;1
RS;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;691.112;Estadual;Formulário 5;2015;2015;3;1
SC;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;4.94;Estadual;Formulário 5;2015;2015;3;1
SC;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;991.55;Estadual;Formulário 5;2015;2015;3;1
SE;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;4.69;Estadual;Formulário 5;2015;2015;3;1
SE;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;48.53;Estadual;Formulário 5;2015;2015;3;1
SP;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;888.088;Estadual;Formulário 5;2015;2015;3;1
SP;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;5886.763;Estadual;Formulário 5;2015;2015;3;1
TO;NÃO INFORMADO;Apreensão de Cocaína;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
TO;NÃO INFORMADO;Apreensão de Maconha;01/03/2015;;;Estadual;Formulário 5;2015;2015;3;1
AC;NÃO INFORMADO;Apreensão de Cocaína;01/04/2015;;;Estadual;Formulário 5;2015;2015;4;2
AC;NÃO INFORMADO;Apreensão de Maconha;01/04/2015;;;Estadual;Formulário 5;2015;2015;4;2
AL;NÃO INFORMADO;Apreensão de Cocaína;01/04/2015;;40.52;Estadual;Formulário 5;2015;2015;4;2
AL;NÃO INFORMADO;Apreensão de Maconha;01/04/2015;;1579.67;Estadual;Formulário 5;2015;2015;4;2
AM;NÃO INFORMADO;Apreensão de Cocaína;01/04/2015;;73.76;Estadual;Formulário 5;2015;2015;4;2
AM;NÃO INFORMADO;Apreensão de Maconha;01/04/2015;;229.8;Estadual;Formulário 5;2015;2015;4;2
AP;NÃO INFORMADO;Apreensão de Cocaína;01/04/2015;;0.042;Estadual;Formulário 5;2015;2015;4;2
AP;NÃO INFORMADO;Apreensão de Maconha;01/04/2015;;0.023;Estadual;Formulário 5;2015;2015;4;2
BA;NÃO INFORMADO;Apreensão de Cocaína;01/04/2015;;37.006;Estadual;Formulário 5;2015;2015;4;2
BA;NÃO INFORMADO;Apreensão de Maconha;01/04/2015;;431.268;Estadual;Formulário 5;2015;2015;4;2
CE;NÃO INFORMADO;Apreensão de Cocaína;01/04/2015;;48.18;Estadual;Formulário 5;2015;2015;4;2
CE;NÃO INFORMADO;Apreensão de Maconha;01/04/2015;;180.04;Estadual;Formulário 5;2015;2015;4;2
DF;NÃO INFORMADO;Apreensão de Cocaína;01/04/2015;;6;Estadual;Formulário 5;2015;2015;4;2
DF;NÃO INFORMADO;Apreensão de Maconha;01/04/2015;;295;Estadual;Formulário 5;2015;2015;4;2
GO;NÃO INFORMADO;Apreensão de Cocaína;01/04/2015;;;Estadual;Formulário 5;2015;2015;4;2
GO;NÃO INFORMADO;Apreensão de Maconha;01/04/2015;;;Estadual;Formulário 5;2015;2015;4;2
MA;NÃO INFORMADO;Apreensão de Cocaína;01/04/2015;;0.193;Estadual;Formulário 5;2015;2015;4;2
MA;NÃO INFORMADO;Apreensão de Maconha;01/04/2015;;327.14;Estadual;Formulário 5;2015;2015;4;2
MG;NÃO INFORMADO;Apreensão de Cocaína;01/04/2015;;;Estadual;Formulário 5;2015;2015;4;2
MG;NÃO INFORMADO;Apreensão de Maconha;01/04/2015;;;Estadual;Formulário 5;2015;2015;4;2
MS;NÃO INFORMADO;Apreensão de Cocaína;01/04/2015;;723.161;Estadual;Formulário 5;2015;2015;4;2
